0,1,0.840097904319
0,2,0.787788311711
0,3,0.674067965928
0,1012,0.63203611847
0,5,0.612852308104
0,8,0.761841006315
0,4,0.678523189298
0,924,0.608800968084
0,926,0.639972994852
0,15,0.603711465984
1,785,0.609598370213
1,2,0.945513249695
1,787,0.601437865926
1,1012,0.605769195336
1,6,0.635226219839
1,3,0.715952438284
1,1025,0.635582412849
1,4,0.716127318499
1,5,0.7028837024
1,15,0.634349810928
2,3,0.764922877618
2,4,0.739576552612
2,5,0.734390676427
2,6,0.678466370219
2,785,0.603417436614
2,926,0.623062259183
2,15,0.737610119621
3,4,0.896881622772
3,5,0.780058793442
3,6,0.682056439141
3,7,0.622290800251
3,15,0.67976128778
3,784,0.636214691471
3,783,0.617129725866
3,926,0.638282470309
3,16,0.708303038649
4,16,0.706742354007
4,5,0.894234303315
4,81,0.671281351397
4,775,0.610444253401
4,776,0.610533835044
4,919,0.641933253304
4,15,0.712053405474
4,784,0.755234596758
4,785,0.685710105658
4,87,0.609938064073
4,7,0.72356322562
4,6,0.816603310686
4,783,0.692982352608
5,16,0.773910888395
5,1003,0.632581282641
5,6,0.914214925912
5,7,0.810960398321
5,776,0.652301132473
5,1002,0.600442650233
5,1099,0.632492371562
5,775,0.612315089876
5,15,0.802705231253
5,784,0.71635255034
5,785,0.678781360167
5,203,0.606483852594
5,87,0.647499902957
5,783,0.61287660207
5,81,0.628138379369
6,775,0.604932713901
6,7,0.876893243407
6,15,0.858188803126
6,16,0.754760928049
6,81,0.626761754008
6,87,0.668547624929
6,785,0.606654900376
6,784,0.690691371834
7,16,0.754512246164
7,784,0.611974543834
7,775,0.662188490181
7,1099,0.613802790887
7,783,0.602690930021
7,15,0.811722335675
8,19,0.615441158143
8,899,0.680253739333
8,902,0.624324585579
8,9,0.664922516406
8,908,0.714382179217
8,907,0.658036448046
8,1102,0.614539993141
8,14,0.703058265792
8,911,0.611935283048
8,18,0.618256335551
8,947,0.61659440363
8,1013,0.643416165604
8,24,0.686866068493
